
1642078174726 :: quotes :: {'symbols': 'NSE:POLYCAB-EQ,NSE:POLYCAB22JAN2500PE,NSE:POLYCAB22JANFUT'} :: 1642078175187 :: {'s': 'ok', 'd': [{'n': 'NSE:POLYCAB-EQ', 's': 'ok', 'v': {'ch': 204.35, 'chp': 8.24, 'lp': 2685.15, 'spread': -2685.15, 'ask': 0.0, 'bid': 2685.15, 'open_price': 2491.5, 'high_price': 2697.85, 'low_price': 2483.0, 'prev_close_price': 2480.8, 'volume': 1933012, 'short_name': 'POLYCAB-EQ', 'exchange': 'NSE', 'description': 'NSE:POLYCAB-EQ', 'original_name': 'NSE:POLYCAB-EQ', 'symbol': 'NSE:POLYCAB-EQ', 'fyToken': '10100000009590', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 2685.15, 'h': 2685.15, 'l': 2685.15, 'c': 2685.15, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:POLYCAB22JAN2500PE', 's': 'ok', 'v': {'ch': -64.0, 'chp': -71.11, 'lp': 26.0, 'spread': 0.75, 'ask': 26.0, 'bid': 25.25, 'open_price': 51.0, 'high_price': 80.0, 'low_price': 26.0, 'prev_close_price': 90.0, 'volume': 139200, 'short_name': 'POLYCAB22JAN2500PE', 'exchange': 'NSE', 'description': 'NSE:POLYCAB22JAN2500PE', 'original_name': 'NSE:POLYCAB22JAN2500PE', 'symbol': 'NSE:POLYCAB22JAN2500PE', 'fyToken': '1011220127149223', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 26.5, 'h': 26.5, 'l': 26.0, 'c': 26.0, 'v': 900, 'tf': '15:29'}}}, {'n': 'NSE:POLYCAB22JANFUT', 's': 'ok', 'v': {'ch': 207.6, 'chp': 8.33, 'lp': 2700.0, 'spread': 2.1, 'ask': 2701.25, 'bid': 2699.15, 'open_price': 2495.0, 'high_price': 2706.95, 'low_price': 2495.0, 'prev_close_price': 2492.4, 'volume': 2187900, 'short_name': 'POLYCAB22JANFUT', 'exchange': 'NSE', 'description': 'NSE:POLYCAB22JANFUT', 'original_name': 'NSE:POLYCAB22JANFUT', 'symbol': 'NSE:POLYCAB22JANFUT', 'fyToken': '101122012767779', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 2696.0, 'h': 2700.0, 'l': 2696.0, 'c': 2700.0, 'v': 21600, 'tf': '15:29'}}}]}
1642100856165 :: quotes :: {'symbols': 'NSE:LALPATHLAB-EQ,NSE:LALPATHLAB22JAN4000PE,NSE:LALPATHLAB22JANFUT'} :: 1642100856416 :: {'s': 'ok', 'd': [{'n': 'NSE:LALPATHLAB-EQ', 's': 'ok', 'v': {'ch': 45.2, 'chp': 1.23, 'lp': 3718.0, 'spread': 3718.0, 'ask': 3718.0, 'bid': 0.0, 'open_price': 3699.0, 'high_price': 3769.95, 'low_price': 3673.8, 'prev_close_price': 3672.8, 'volume': 160511, 'short_name': 'LALPATHLAB-EQ', 'exchange': 'NSE', 'description': 'NSE:LALPATHLAB-EQ', 'original_name': 'NSE:LALPATHLAB-EQ', 'symbol': 'NSE:LALPATHLAB-EQ', 'fyToken': '101000000011654', 'tt': 1642032000, 'cmd': {'t': 1642069620, 'o': 3718.0, 'h': 3718.0, 'l': 3718.0, 'c': 3718.0, 'v': 1, 'tf': '15:57'}}}, {'n': 'NSE:LALPATHLAB22JAN4000PE', 's': 'ok', 'v': {'ch': 41.35, 'chp': 15.39, 'lp': 310.0, 'spread': 51.85, 'ask': 331.9, 'bid': 280.05, 'open_price': 310.0, 'high_price': 310.0, 'low_price': 310.0, 'prev_close_price': 268.65, 'volume': 125, 'short_name': 'LALPATHLAB22JAN4000PE', 'exchange': 'NSE', 'description': 'NSE:LALPATHLAB22JAN4000PE', 'original_name': 'NSE:LALPATHLAB22JAN4000PE', 'symbol': 'NSE:LALPATHLAB22JAN4000PE', 'fyToken': '1011220127120651', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 310.0, 'h': 310.0, 'l': 310.0, 'c': 310.0, 'v': 0, 'tf': '15:29'}}}, {'n': 'NSE:LALPATHLAB22JANFUT', 's': 'ok', 'v': {'ch': 37.1, 'chp': 1.01, 'lp': 3712.1, 'spread': 5.35, 'ask': 3717.45, 'bid': 3712.1, 'open_price': 3672.0, 'high_price': 3774.9, 'low_price': 3672.0, 'prev_close_price': 3675.0, 'volume': 227000, 'short_name': 'LALPATHLAB22JANFUT', 'exchange': 'NSE', 'description': 'NSE:LALPATHLAB22JANFUT', 'original_name': 'NSE:LALPATHLAB22JANFUT', 'symbol': 'NSE:LALPATHLAB22JANFUT', 'fyToken': '101122012767714', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 3715.0, 'h': 3716.1, 'l': 3708.3, 'c': 3712.1, 'v': 1250, 'tf': '15:29'}}}]}

1642101115816 :: quotes :: {'symbols': 'NSE:POLYCAB-EQ,NSE:POLYCAB22JAN2500PE,NSE:POLYCAB22JANFUT'} :: 1642101116115 :: {'s': 'ok', 'd': [{'n': 'NSE:POLYCAB-EQ', 's': 'ok', 'v': {'ch': 204.35, 'chp': 8.24, 'lp': 2685.15, 'spread': -2685.15, 'ask': 0.0, 'bid': 2685.15, 'open_price': 2491.5, 'high_price': 2697.85, 'low_price': 2483.0, 'prev_close_price': 2480.8, 'volume': 1933012, 'short_name': 'POLYCAB-EQ', 'exchange': 'NSE', 'description': 'NSE:POLYCAB-EQ', 'original_name': 'NSE:POLYCAB-EQ', 'symbol': 'NSE:POLYCAB-EQ', 'fyToken': '10100000009590', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 2685.15, 'h': 2685.15, 'l': 2685.15, 'c': 2685.15, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:POLYCAB22JAN2500PE', 's': 'ok', 'v': {'ch': -64.0, 'chp': -71.11, 'lp': 26.0, 'spread': 0.75, 'ask': 26.0, 'bid': 25.25, 'open_price': 51.0, 'high_price': 80.0, 'low_price': 26.0, 'prev_close_price': 90.0, 'volume': 139200, 'short_name': 'POLYCAB22JAN2500PE', 'exchange': 'NSE', 'description': 'NSE:POLYCAB22JAN2500PE', 'original_name': 'NSE:POLYCAB22JAN2500PE', 'symbol': 'NSE:POLYCAB22JAN2500PE', 'fyToken': '1011220127149223', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 26.5, 'h': 26.5, 'l': 26.0, 'c': 26.0, 'v': 900, 'tf': '15:29'}}}, {'n': 'NSE:POLYCAB22JANFUT', 's': 'ok', 'v': {'ch': 207.6, 'chp': 8.33, 'lp': 2700.0, 'spread': 2.1, 'ask': 2701.25, 'bid': 2699.15, 'open_price': 2495.0, 'high_price': 2706.95, 'low_price': 2495.0, 'prev_close_price': 2492.4, 'volume': 2187900, 'short_name': 'POLYCAB22JANFUT', 'exchange': 'NSE', 'description': 'NSE:POLYCAB22JANFUT', 'original_name': 'NSE:POLYCAB22JANFUT', 'symbol': 'NSE:POLYCAB22JANFUT', 'fyToken': '101122012767779', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 2696.0, 'h': 2700.0, 'l': 2696.0, 'c': 2700.0, 'v': 21600, 'tf': '15:29'}}}]}

1642101116121 :: quotes :: {'symbols': 'NSE:IRCTC-EQ,NSE:IRCTC22JAN900PE,NSE:IRCTC22JANFUT'} :: 1642101116356 :: {'s': 'ok', 'd': [{'n': 'NSE:IRCTC-EQ', 's': 'ok', 'v': {'ch': 6.9, 'chp': 0.8, 'lp': 868.15, 'spread': 868.15, 'ask': 868.15, 'bid': 0.0, 'open_price': 861.25, 'high_price': 874.0, 'low_price': 853.05, 'prev_close_price': 861.25, 'volume': 3384510, 'short_name': 'IRCTC-EQ', 'exchange': 'NSE', 'description': 'NSE:IRCTC-EQ', 'original_name': 'NSE:IRCTC-EQ', 'symbol': 'NSE:IRCTC-EQ', 'fyToken': '101000000013611', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 868.15, 'h': 868.15, 'l': 868.15, 'c': 868.15, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:IRCTC22JAN900PE', 's': 'ok', 'v': {'ch': -3.9, 'chp': -7.44, 'lp': 48.5, 'spread': 1.25, 'ask': 49.2, 'bid': 47.95, 'open_price': 52.95, 'high_price': 58.0, 'low_price': 44.95, 'prev_close_price': 52.4, 'volume': 105000, 'short_name': 'IRCTC22JAN900PE', 'exchange': 'NSE', 'description': 'NSE:IRCTC22JAN900PE', 'original_name': 'NSE:IRCTC22JAN900PE', 'symbol': 'NSE:IRCTC22JAN900PE', 'fyToken': '1011220127119561', 'tt': 1642032000, 'cmd': {'t': 1642068000, 'o': 48.5, 'h': 48.5, 'l': 48.5, 'c': 48.5, 'v': 4375, 'tf': '15:30'}}}, {'n': 'NSE:IRCTC22JANFUT', 's': 'ok', 'v': {'ch': 4.2, 'chp': 0.49, 'lp': 869.4, 'spread': 0.75, 'ask': 869.9, 'bid': 869.15, 'open_price': 864.05, 'high_price': 877.55, 'low_price': 855.35, 'prev_close_price': 865.2, 'volume': 2723000, 'short_name': 'IRCTC22JANFUT', 'exchange': 'NSE', 'description': 'NSE:IRCTC22JANFUT', 'original_name': 'NSE:IRCTC22JANFUT', 'symbol': 'NSE:IRCTC22JANFUT', 'fyToken': '101122012767706', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 869.5, 'h': 870.2, 'l': 869.4, 'c': 869.4, 'v': 19250, 'tf': '15:29'}}}]}

1642101116363 :: quotes :: {'symbols': 'NSE:LT-EQ,NSE:LT22JAN1900CE,NSE:LT22JANFUT'} :: 1642101116615 :: {'s': 'ok', 'd': [{'n': 'NSE:LT-EQ', 's': 'ok', 'v': {'ch': 44.2, 'chp': 2.24, 'lp': 2018.4, 'spread': -2018.4, 'ask': 0.0, 'bid': 2018.4, 'open_price': 1975.55, 'high_price': 2029.0, 'low_price': 1975.55, 'prev_close_price': 1974.2, 'volume': 2373324, 'short_name': 'LT-EQ', 'exchange': 'NSE', 'description': 'NSE:LT-EQ', 'original_name': 'NSE:LT-EQ', 'symbol': 'NSE:LT-EQ', 'fyToken': '101000000011483', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 2018.4, 'h': 2018.4, 'l': 2018.4, 'c': 2018.4, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:LT22JAN1900CE', 's': 'ok', 'v': {'ch': 45.5, 'chp': 51.59, 'lp': 133.7, 'spread': 9.25, 'ask': 138.4, 'bid': 129.15, 'open_price': 91.0, 'high_price': 135.0, 'low_price': 90.15, 'prev_close_price': 88.2, 'volume': 228850, 'short_name': 'LT22JAN1900CE', 'exchange': 'NSE', 'description': 'NSE:LT22JAN1900CE', 'original_name': 'NSE:LT22JAN1900CE', 'symbol': 'NSE:LT22JAN1900CE', 'fyToken': '1011220127121186', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 133.7, 'h': 133.7, 'l': 133.7, 'c': 133.7, 'v': 8050, 'tf': '15:29'}}}, {'n': 'NSE:LT22JANFUT', 's': 'ok', 'v': {'ch': 54.2, 'chp': 2.74, 'lp': 2031.0, 'spread': 0.75, 'ask': 2031.0, 'bid': 2030.25, 'open_price': 1982.65, 'high_price': 2031.65, 'low_price': 1978.6, 'prev_close_price': 1976.8, 'volume': 4845525, 'short_name': 'LT22JANFUT', 'exchange': 'NSE', 'description': 'NSE:LT22JANFUT', 'original_name': 'NSE:LT22JANFUT', 'symbol': 'NSE:LT22JANFUT', 'fyToken': '101122012767719', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 2028.35, 'h': 2031.0, 'l': 2028.35, 'c': 2031.0, 'v': 117300, 'tf': '15:29'}}}]}

1642101116622 :: quotes :: {'symbols': 'NSE:TATACOMM-EQ,NSE:TATACOMM22JAN1480PE,NSE:TATACOMM22JANFUT'} :: 1642101116874 :: {'s': 'ok', 'd': [{'n': 'NSE:TATACOMM-EQ', 's': 'ok', 'v': {'ch': -12.2, 'chp': -0.78, 'lp': 1545.5, 'spread': -1545.5, 'ask': 0.0, 'bid': 1545.5, 'open_price': 1568.35, 'high_price': 1577.05, 'low_price': 1536.55, 'prev_close_price': 1557.7, 'volume': 984456, 'short_name': 'TATACOMM-EQ', 'exchange': 'NSE', 'description': 'NSE:TATACOMM-EQ', 'original_name': 'NSE:TATACOMM-EQ', 'symbol': 'NSE:TATACOMM-EQ', 'fyToken': '10100000003721', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 1545.5, 'h': 1545.5, 'l': 1545.5, 'c': 1545.5, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:TATACOMM22JAN1480PE', 's': 'ok', 'v': {'ch': 0.85, 'chp': 3.46, 'lp': 25.4, 'spread': 8.1, 'ask': 29.4, 'bid': 21.3, 'open_price': 25.7, 'high_price': 29.35, 'low_price': 20.0, 'prev_close_price': 24.55, 'volume': 28800, 'short_name': 'TATACOMM22JAN1480PE', 'exchange': 'NSE', 'description': 'NSE:TATACOMM22JAN1480PE', 'original_name': 'NSE:TATACOMM22JAN1480PE', 'symbol': 'NSE:TATACOMM22JAN1480PE', 'fyToken': '1011220127155395', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 25.4, 'h': 25.4, 'l': 25.4, 'c': 25.4, 'v': 0, 'tf': '15:29'}}}, {'n': 'NSE:TATACOMM22JANFUT', 's': 'ok', 'v': {'ch': -14.3, 'chp': -0.91, 'lp': 1549.5, 'spread': 1.0, 'ask': 1550.5, 'bid': 1549.5, 'open_price': 1569.9, 'high_price': 1582.0, 'low_price': 1541.55, 'prev_close_price': 1563.8, 'volume': 1235200, 'short_name': 'TATACOMM22JANFUT', 'exchange': 'NSE', 'description': 'NSE:TATACOMM22JANFUT', 'original_name': 'NSE:TATACOMM22JANFUT', 'symbol': 'NSE:TATACOMM22JANFUT', 'fyToken': '101122012758136', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 1550.9, 'h': 1550.9, 'l': 1549.5, 'c': 1549.5, 'v': 8800, 'tf': '15:29'}}}]}

1642101116881 :: quotes :: {'symbols': 'NSE:LALPATHLAB-EQ,NSE:LALPATHLAB22JAN4000PE,NSE:LALPATHLAB22JANFUT'} :: 1642101117146 :: {'s': 'ok', 'd': [{'n': 'NSE:LALPATHLAB-EQ', 's': 'ok', 'v': {'ch': 45.2, 'chp': 1.23, 'lp': 3718.0, 'spread': 3718.0, 'ask': 3718.0, 'bid': 0.0, 'open_price': 3699.0, 'high_price': 3769.95, 'low_price': 3673.8, 'prev_close_price': 3672.8, 'volume': 160511, 'short_name': 'LALPATHLAB-EQ', 'exchange': 'NSE', 'description': 'NSE:LALPATHLAB-EQ', 'original_name': 'NSE:LALPATHLAB-EQ', 'symbol': 'NSE:LALPATHLAB-EQ', 'fyToken': '101000000011654', 'tt': 1642032000, 'cmd': {'t': 1642069620, 'o': 3718.0, 'h': 3718.0, 'l': 3718.0, 'c': 3718.0, 'v': 1, 'tf': '15:57'}}}, {'n': 'NSE:LALPATHLAB22JAN4000PE', 's': 'ok', 'v': {'ch': 41.35, 'chp': 15.39, 'lp': 310.0, 'spread': 51.85, 'ask': 331.9, 'bid': 280.05, 'open_price': 310.0, 'high_price': 310.0, 'low_price': 310.0, 'prev_close_price': 268.65, 'volume': 125, 'short_name': 'LALPATHLAB22JAN4000PE', 'exchange': 'NSE', 'description': 'NSE:LALPATHLAB22JAN4000PE', 'original_name': 'NSE:LALPATHLAB22JAN4000PE', 'symbol': 'NSE:LALPATHLAB22JAN4000PE', 'fyToken': '1011220127120651', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 310.0, 'h': 310.0, 'l': 310.0, 'c': 310.0, 'v': 0, 'tf': '15:29'}}}, {'n': 'NSE:LALPATHLAB22JANFUT', 's': 'ok', 'v': {'ch': 37.1, 'chp': 1.01, 'lp': 3712.1, 'spread': 5.35, 'ask': 3717.45, 'bid': 3712.1, 'open_price': 3672.0, 'high_price': 3774.9, 'low_price': 3672.0, 'prev_close_price': 3675.0, 'volume': 227000, 'short_name': 'LALPATHLAB22JANFUT', 'exchange': 'NSE', 'description': 'NSE:LALPATHLAB22JANFUT', 'original_name': 'NSE:LALPATHLAB22JANFUT', 'symbol': 'NSE:LALPATHLAB22JANFUT', 'fyToken': '101122012767714', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 3715.0, 'h': 3716.1, 'l': 3708.3, 'c': 3712.1, 'v': 1250, 'tf': '15:29'}}}]}

1642101261684 :: quotes :: {'symbols': 'NSE:POLYCAB-EQ,NSE:POLYCAB22JAN2500PE,NSE:POLYCAB22JANFUT'} :: 1642101262020 :: {'s': 'ok', 'd': [{'n': 'NSE:POLYCAB-EQ', 's': 'ok', 'v': {'ch': 204.35, 'chp': 8.24, 'lp': 2685.15, 'spread': -2685.15, 'ask': 0.0, 'bid': 2685.15, 'open_price': 2491.5, 'high_price': 2697.85, 'low_price': 2483.0, 'prev_close_price': 2480.8, 'volume': 1933012, 'short_name': 'POLYCAB-EQ', 'exchange': 'NSE', 'description': 'NSE:POLYCAB-EQ', 'original_name': 'NSE:POLYCAB-EQ', 'symbol': 'NSE:POLYCAB-EQ', 'fyToken': '10100000009590', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 2685.15, 'h': 2685.15, 'l': 2685.15, 'c': 2685.15, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:POLYCAB22JAN2500PE', 's': 'ok', 'v': {'ch': -64.0, 'chp': -71.11, 'lp': 26.0, 'spread': 0.75, 'ask': 26.0, 'bid': 25.25, 'open_price': 51.0, 'high_price': 80.0, 'low_price': 26.0, 'prev_close_price': 90.0, 'volume': 139200, 'short_name': 'POLYCAB22JAN2500PE', 'exchange': 'NSE', 'description': 'NSE:POLYCAB22JAN2500PE', 'original_name': 'NSE:POLYCAB22JAN2500PE', 'symbol': 'NSE:POLYCAB22JAN2500PE', 'fyToken': '1011220127149223', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 26.5, 'h': 26.5, 'l': 26.0, 'c': 26.0, 'v': 900, 'tf': '15:29'}}}, {'n': 'NSE:POLYCAB22JANFUT', 's': 'ok', 'v': {'ch': 207.6, 'chp': 8.33, 'lp': 2700.0, 'spread': 2.1, 'ask': 2701.25, 'bid': 2699.15, 'open_price': 2495.0, 'high_price': 2706.95, 'low_price': 2495.0, 'prev_close_price': 2492.4, 'volume': 2187900, 'short_name': 'POLYCAB22JANFUT', 'exchange': 'NSE', 'description': 'NSE:POLYCAB22JANFUT', 'original_name': 'NSE:POLYCAB22JANFUT', 'symbol': 'NSE:POLYCAB22JANFUT', 'fyToken': '101122012767779', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 2696.0, 'h': 2700.0, 'l': 2696.0, 'c': 2700.0, 'v': 21600, 'tf': '15:29'}}}]}

1642101262026 :: quotes :: {'symbols': 'NSE:IRCTC-EQ,NSE:IRCTC22JAN900PE,NSE:IRCTC22JANFUT'} :: 1642101262301 :: {'s': 'ok', 'd': [{'n': 'NSE:IRCTC-EQ', 's': 'ok', 'v': {'ch': 6.9, 'chp': 0.8, 'lp': 868.15, 'spread': 868.15, 'ask': 868.15, 'bid': 0.0, 'open_price': 861.25, 'high_price': 874.0, 'low_price': 853.05, 'prev_close_price': 861.25, 'volume': 3384510, 'short_name': 'IRCTC-EQ', 'exchange': 'NSE', 'description': 'NSE:IRCTC-EQ', 'original_name': 'NSE:IRCTC-EQ', 'symbol': 'NSE:IRCTC-EQ', 'fyToken': '101000000013611', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 868.15, 'h': 868.15, 'l': 868.15, 'c': 868.15, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:IRCTC22JAN900PE', 's': 'ok', 'v': {'ch': -3.9, 'chp': -7.44, 'lp': 48.5, 'spread': 1.25, 'ask': 49.2, 'bid': 47.95, 'open_price': 52.95, 'high_price': 58.0, 'low_price': 44.95, 'prev_close_price': 52.4, 'volume': 105000, 'short_name': 'IRCTC22JAN900PE', 'exchange': 'NSE', 'description': 'NSE:IRCTC22JAN900PE', 'original_name': 'NSE:IRCTC22JAN900PE', 'symbol': 'NSE:IRCTC22JAN900PE', 'fyToken': '1011220127119561', 'tt': 1642032000, 'cmd': {'t': 1642068000, 'o': 48.5, 'h': 48.5, 'l': 48.5, 'c': 48.5, 'v': 4375, 'tf': '15:30'}}}, {'n': 'NSE:IRCTC22JANFUT', 's': 'ok', 'v': {'ch': 4.2, 'chp': 0.49, 'lp': 869.4, 'spread': 0.75, 'ask': 869.9, 'bid': 869.15, 'open_price': 864.05, 'high_price': 877.55, 'low_price': 855.35, 'prev_close_price': 865.2, 'volume': 2723000, 'short_name': 'IRCTC22JANFUT', 'exchange': 'NSE', 'description': 'NSE:IRCTC22JANFUT', 'original_name': 'NSE:IRCTC22JANFUT', 'symbol': 'NSE:IRCTC22JANFUT', 'fyToken': '101122012767706', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 869.5, 'h': 870.2, 'l': 869.4, 'c': 869.4, 'v': 19250, 'tf': '15:29'}}}]}

1642101262308 :: quotes :: {'symbols': 'NSE:LT-EQ,NSE:LT22JAN1900CE,NSE:LT22JANFUT'} :: 1642101262571 :: {'s': 'ok', 'd': [{'n': 'NSE:LT-EQ', 's': 'ok', 'v': {'ch': 44.2, 'chp': 2.24, 'lp': 2018.4, 'spread': -2018.4, 'ask': 0.0, 'bid': 2018.4, 'open_price': 1975.55, 'high_price': 2029.0, 'low_price': 1975.55, 'prev_close_price': 1974.2, 'volume': 2373324, 'short_name': 'LT-EQ', 'exchange': 'NSE', 'description': 'NSE:LT-EQ', 'original_name': 'NSE:LT-EQ', 'symbol': 'NSE:LT-EQ', 'fyToken': '101000000011483', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 2018.4, 'h': 2018.4, 'l': 2018.4, 'c': 2018.4, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:LT22JAN1900CE', 's': 'ok', 'v': {'ch': 45.5, 'chp': 51.59, 'lp': 133.7, 'spread': 9.25, 'ask': 138.4, 'bid': 129.15, 'open_price': 91.0, 'high_price': 135.0, 'low_price': 90.15, 'prev_close_price': 88.2, 'volume': 228850, 'short_name': 'LT22JAN1900CE', 'exchange': 'NSE', 'description': 'NSE:LT22JAN1900CE', 'original_name': 'NSE:LT22JAN1900CE', 'symbol': 'NSE:LT22JAN1900CE', 'fyToken': '1011220127121186', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 133.7, 'h': 133.7, 'l': 133.7, 'c': 133.7, 'v': 8050, 'tf': '15:29'}}}, {'n': 'NSE:LT22JANFUT', 's': 'ok', 'v': {'ch': 54.2, 'chp': 2.74, 'lp': 2031.0, 'spread': 0.75, 'ask': 2031.0, 'bid': 2030.25, 'open_price': 1982.65, 'high_price': 2031.65, 'low_price': 1978.6, 'prev_close_price': 1976.8, 'volume': 4845525, 'short_name': 'LT22JANFUT', 'exchange': 'NSE', 'description': 'NSE:LT22JANFUT', 'original_name': 'NSE:LT22JANFUT', 'symbol': 'NSE:LT22JANFUT', 'fyToken': '101122012767719', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 2028.35, 'h': 2031.0, 'l': 2028.35, 'c': 2031.0, 'v': 117300, 'tf': '15:29'}}}]}

1642101262579 :: quotes :: {'symbols': 'NSE:TATACOMM-EQ,NSE:TATACOMM22JAN1480PE,NSE:TATACOMM22JANFUT'} :: 1642101262900 :: {'s': 'ok', 'd': [{'n': 'NSE:TATACOMM-EQ', 's': 'ok', 'v': {'ch': -12.2, 'chp': -0.78, 'lp': 1545.5, 'spread': -1545.5, 'ask': 0.0, 'bid': 1545.5, 'open_price': 1568.35, 'high_price': 1577.05, 'low_price': 1536.55, 'prev_close_price': 1557.7, 'volume': 984456, 'short_name': 'TATACOMM-EQ', 'exchange': 'NSE', 'description': 'NSE:TATACOMM-EQ', 'original_name': 'NSE:TATACOMM-EQ', 'symbol': 'NSE:TATACOMM-EQ', 'fyToken': '10100000003721', 'tt': 1642032000, 'cmd': {'t': 1642069740, 'o': 1545.5, 'h': 1545.5, 'l': 1545.5, 'c': 1545.5, 'v': 0, 'tf': '15:59'}}}, {'n': 'NSE:TATACOMM22JAN1480PE', 's': 'ok', 'v': {'ch': 0.85, 'chp': 3.46, 'lp': 25.4, 'spread': 8.1, 'ask': 29.4, 'bid': 21.3, 'open_price': 25.7, 'high_price': 29.35, 'low_price': 20.0, 'prev_close_price': 24.55, 'volume': 28800, 'short_name': 'TATACOMM22JAN1480PE', 'exchange': 'NSE', 'description': 'NSE:TATACOMM22JAN1480PE', 'original_name': 'NSE:TATACOMM22JAN1480PE', 'symbol': 'NSE:TATACOMM22JAN1480PE', 'fyToken': '1011220127155395', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 25.4, 'h': 25.4, 'l': 25.4, 'c': 25.4, 'v': 0, 'tf': '15:29'}}}, {'n': 'NSE:TATACOMM22JANFUT', 's': 'ok', 'v': {'ch': -14.3, 'chp': -0.91, 'lp': 1549.5, 'spread': 1.0, 'ask': 1550.5, 'bid': 1549.5, 'open_price': 1569.9, 'high_price': 1582.0, 'low_price': 1541.55, 'prev_close_price': 1563.8, 'volume': 1235200, 'short_name': 'TATACOMM22JANFUT', 'exchange': 'NSE', 'description': 'NSE:TATACOMM22JANFUT', 'original_name': 'NSE:TATACOMM22JANFUT', 'symbol': 'NSE:TATACOMM22JANFUT', 'fyToken': '101122012758136', 'tt': 1642032000, 'cmd': {'t': 1642067940, 'o': 1550.9, 'h': 1550.9, 'l': 1549.5, 'c': 1549.5, 'v': 8800, 'tf': '15:29'}}}]}

